Product_ID,Product_Name,Category,Price,Promo_Flag,Month,Units_Sold,Year,Is_Seasonal,Holiday_Flag
P1016,Product_16,Apparel,61.91,0,2024-05,64,2024,0,0
P1016,Product_16,Apparel,71.75,0,2024-06,40,2024,0,0
P1016,Product_16,Apparel,65.35,0,2024-07,68,2024,0,0
P1016,Product_16,Apparel,69.38,0,2024-08,102,2024,1,0
P1016,Product_16,Apparel,64.18,0,2024-09,67,2024,0,0
P1016,Product_16,Apparel,71.86,1,2024-10,80,2024,0,0
P1016,Product_16,Apparel,74.56,0,2024-11,112,2024,1,0
P1016,Product_16,Apparel,66.48,0,2024-12,68,2024,0,1
P1017,Product_17,Home & Kitchen,109.26,1,2023-01,89,2023,0,0
P1017,Product_17,Home & Kitchen,120.32,0,2023-02,63,2023,0,0
P1017,Product_17,Home & Kitchen,115.59,1,2023-03,63,2023,0,0
P1017,Product_17,Home & Kitchen,114.92,0,2023-04,82,2023,1,0
P1017,Product_17,Home & Kitchen,103.97,0,2023-05,56,2023,0,0
P1017,Product_17,Home & Kitchen,105.04,1,2023-06,111,2023,1,0
P1017,Product_17,Home & Kitchen,105.23,1,2023-07,60,2023,0,0
P1017,Product_17,Home & Kitchen,113.65,1,2023-08,67,2023,0,0
P1017,Product_17,Home & Kitchen,103.52,0,2023-09,98,2023,1,0
P1017,Product_17,Home & Kitchen,118.02,1,2023-10,71,2023,0,0
P1017,Product_17,Home & Kitchen,119.46,0,2023-11,123,2023,1,0
P1017,Product_17,Home & Kitchen,102.4,1,2023-12,88,2023,0,1
P1017,Product_17,Home & Kitchen,120.48,1,2024-01,91,2024,0,0
P1017,Product_17,Home & Kitchen,109.98,1,2024-02,96,2024,0,0
P1017,Product_17,Home & Kitchen,103.79,0,2024-03,54,2024,0,0
P1017,Product_17,Home & Kitchen,102.82,1,2024-04,114,2024,1,0
P1017,Product_17,Home & Kitchen,115.84,1,2024-05,115,2024,1,0
P1017,Product_17,Home & Kitchen,120.0,1,2024-06,118,2024,1,0
P1017,Product_17,Home & Kitchen,118.12,0,2024-07,56,2024,0,0
P1017,Product_17,Home & Kitchen,115.37,0,2024-08,88,2024,1,0
P1017,Product_17,Home & Kitchen,114.0,1,2024-09,83,2024,0,0
P1017,Product_17,Home & Kitchen,103.66,1,2024-10,116,2024,1,0
P1017,Product_17,Home & Kitchen,103.64,1,2024-11,158,2024,1,1
P1017,Product_17,Home & Kitchen,111.46,0,2024-12,124,2024,1,1
P1018,Product_18,Toys,84.55,1,2023-01,116,2023,1,0
P1018,Product_18,Toys,85.25,1,2023-02,85,2023,0,0
P1018,Product_18,Toys,99.23,0,2023-03,65,2023,0,0
P1018,Product_18,Toys,93.01,0,2023-04,110,2023,1,0
P1018,Product_18,Toys,84.46,0,2023-05,82,2023,1,0
P1018,Product_18,Toys,87.65,0,2023-06,47,2023,0,0
P1018,Product_18,Toys,96.18,1,2023-07,71,2023,0,0
P1018,Product_18,Toys,86.92,1,2023-08,119,2023,1,0
P1018,Product_18,Toys,95.44,1,2023-09,45,2023,0,0
P1018,Product_18,Toys,93.77,1,2023-10,111,2023,1,0
P1018,Product_18,Toys,98.05,1,2023-11,93,2023,0,0
P1018,Product_18,Toys,93.28,0,2023-12,48,2023,0,0
P1018,Product_18,Toys,87.78,0,2024-01,77,2024,0,1
P1018,Product_18,Toys,94.99,1,2024-02,83,2024,0,0
P1018,Product_18,Toys,98.53,1,2024-03,84,2024,0,0
P1018,Product_18,Toys,98.28,1,2024-04,87,2024,0,0
P1018,Product_18,Toys,95.71,1,2024-05,90,2024,0,0
P1018,Product_18,Toys,96.72,0,2024-06,115,2024,1,0
P1018,Product_18,Toys,85.78,1,2024-07,116,2024,1,0
P1018,Product_18,Toys,96.55,1,2024-08,71,2024,0,0
P1018,Product_18,Toys,85.82,0,2024-09,64,2024,0,0
P1018,Product_18,Toys,92.21,1,2024-10,84,2024,0,0
P1018,Product_18,Toys,82.98,0,2024-11,83,2024,0,1
P1018,Product_18,Toys,100.93,0,2024-12,100,2024,1,1
P1019,Product_19,Electronics,67.06,1,2023-01,102,2023,0,1
P1019,Product_19,Electronics,65.86,1,2023-02,66,2023,0,0
P1019,Product_19,Electronics,68.99,0,2023-03,62,2023,0,0
P1019,Product_19,Electronics,65.87,0,2023-04,55,2023,0,0
P1019,Product_19,Electronics,71.38,0,2023-05,112,2023,1,0
P1019,Product_19,Electronics,70.98,1,2023-06,105,2023,1,0
P1019,Product_19,Electronics,60.14,1,2023-07,121,2023,1,0
P1019,Product_19,Electronics,59.69,1,2023-08,124,2023,1,0
P1019,Product_19,Electronics,62.73,0,2023-09,56,2023,0,0
P1019,Product_19,Electronics,66.41,1,2023-10,121,2023,1,0
P1019,Product_19,Electronics,63.32,0,2023-11,95,2023,1,0
P1019,Product_19,Electronics,70.19,1,2023-12,136,2023,1,1
P1019,Product_19,Electronics,71.52,1,2024-01,98,2024,0,1
P1019,Product_19,Electronics,59.12,1,2024-02,74,2024,0,0
P1019,Product_19,Electronics,59.09,0,2024-03,98,2024,1,0
P1019,Product_19,Electronics,68.87,1,2024-04,99,2024,1,0
P1019,Product_19,Electronics,67.73,0,2024-05,42,2024,0,0
P1019,Product_19,Electronics,71.83,1,2024-06,115,2024,1,0
P1019,Product_19,Electronics,64.37,0,2024-07,47,2024,0,0
P1019,Product_19,Electronics,69.19,1,2024-08,78,2024,0,0
P1019,Product_19,Electronics,67.86,1,2024-09,91,2024,0,0
P1019,Product_19,Electronics,62.37,1,2024-10,93,2024,0,0
P1019,Product_19,Electronics,71.22,1,2024-11,92,2024,0,1
P1019,Product_19,Electronics,71.13,0,2024-12,88,2024,1,0
P1020,Product_20,Toys,124.23,1,2023-01,122,2023,1,1
P1020,Product_20,Toys,120.55,1,2023-02,96,2023,0,0
P1020,Product_20,Toys,138.47,1,2023-03,88,2023,0,0
P1020,Product_20,Toys,119.43,1,2023-04,117,2023,1,0
P1020,Product_20,Toys,119.01,0,2023-05,100,2023,1,0
P1020,Product_20,Toys,122.93,0,2023-06,57,2023,0,0
P1020,Product_20,Toys,135.45,1,2023-07,125,2023,1,0
P1020,Product_20,Toys,118.31,0,2023-08,99,2023,1,0
P1020,Product_20,Toys,135.56,1,2023-09,127,2023,1,0
P1020,Product_20,Toys,134.96,0,2023-10,107,2023,1,0
P1020,Product_20,Toys,132.84,0,2023-11,50,2023,0,0
P1020,Product_20,Toys,114.45,0,2023-12,63,2023,0,0
P1020,Product_20,Toys,136.88,1,2024-01,132,2024,1,0
P1020,Product_20,Toys,125.79,0,2024-02,64,2024,0,0
P1020,Product_20,Toys,116.59,0,2024-03,63,2024,0,0
P1020,Product_20,Toys,124.49,1,2024-04,72,2024,0,0
P1020,Product_20,Toys,118.69,0,2024-05,52,2024,0,0
P1020,Product_20,Toys,128.32,0,2024-06,59,2024,0,0
P1020,Product_20,Toys,120.42,1,2024-07,113,2024,1,0
P1020,Product_20,Toys,125.12,1,2024-08,129,2024,1,0
P1020,Product_20,Toys,113.92,1,2024-09,78,2024,0,0
P1020,Product_20,Toys,125.75,1,2024-10,73,2024,0,0
P1020,Product_20,Toys,128.78,1,2024-11,130,2024,1,0
P1020,Product_20,Toys,135.35,1,2024-12,84,2024,0,1
P1021,Product_21,Automotive,38.55,0,2023-01,114,2023,1,1
P1021,Product_21,Automotive,33.62,0,2023-02,54,2023,0,0
P1021,Product_21,Automotive,34.62,1,2023-03,144,2023,1,0
P1021,Product_21,Automotive,37.98,0,2023-04,59,2023,0,0
P1021,Product_21,Automotive,36.94,1,2023-05,111,2023,1,0
P1021,Product_21,Automotive,35.41,0,2023-06,100,2023,1,0
P1021,Product_21,Automotive,33.1,0,2023-07,98,2023,1,0
P1021,Product_21,Automotive,33.82,1,2023-08,72,2023,0,0
P1021,Product_21,Automotive,37.0,0,2023-09,109,2023,1,0
P1021,Product_21,Automotive,34.31,0,2023-10,106,2023,1,0
P1021,Product_21,Automotive,34.08,0,2023-11,77,2023,0,1
P1021,Product_21,Automotive,38.01,1,2023-12,112,2023,1,0
P1021,Product_21,Automotive,33.08,0,2024-01,133,2024,1,1
P1021,Product_21,Automotive,39.21,1,2024-02,123,2024,1,0
P1021,Product_21,Automotive,38.07,1,2024-03,114,2024,1,0
P1021,Product_21,Automotive,38.8,0,2024-04,110,2024,1,0
P1021,Product_21,Automotive,33.44,0,2024-05,101,2024,1,0
P1021,Product_21,Automotive,38.82,0,2024-06,109,2024,1,0
P1021,Product_21,Automotive,36.16,1,2024-07,124,2024,1,0
P1021,Product_21,Automotive,38.19,0,2024-08,121,2024,1,0
P1021,Product_21,Automotive,33.45,0,2024-09,49,2024,0,0
P1021,Product_21,Automotive,38.62,1,2024-10,114,2024,1,0
P1021,Product_21,Automotive,37.66,1,2024-11,109,2024,0,0
P1021,Product_21,Automotive,38.1,0,2024-12,99,2024,1,0
P1022,Product_22,Apparel,61.95,1,2023-01,68,2023,0,0
P1022,Product_22,Apparel,67.87,0,2023-02,105,2023,1,0
P1022,Product_22,Apparel,59.9,1,2023-03,90,2023,0,0
P1022,Product_22,Apparel,68.48,1,2023-04,118,2023,1,0
P1022,Product_22,Apparel,68.69,0,2023-05,41,2023,0,0
P1022,Product_22,Apparel,63.82,1,2023-06,110,2023,1,0
P1022,Product_22,Apparel,71.9,0,2023-07,44,2023,0,0
P1022,Product_22,Apparel,68.46,0,2023-08,80,2023,0,0
P1022,Product_22,Apparel,65.33,0,2023-09,83,2023,1,0
P1022,Product_22,Apparel,66.72,0,2023-10,54,2023,0,0
P1022,Product_22,Apparel,70.91,1,2023-11,85,2023,0,0
P1022,Product_22,Apparel,67.23,0,2023-12,62,2023,0,1
P1022,Product_22,Apparel,68.56,0,2024-01,119,2024,1,1
P1022,Product_22,Apparel,70.87,1,2024-02,73,2024,0,0
P1022,Product_22,Apparel,61.31,1,2024-03,123,2024,1,0
P1022,Product_22,Apparel,65.41,1,2024-04,77,2024,0,0
P1022,Product_22,Apparel,62.2,0,2024-05,98,2024,1,0
P1022,Product_22,Apparel,65.7,1,2024-06,90,2024,0,0
P1022,Product_22,Apparel,63.66,1,2024-07,108,2024,1,0
P1022,Product_22,Apparel,64.08,1,2024-08,123,2024,1,0
P1022,Product_22,Apparel,71.66,1,2024-09,128,2024,1,0
P1022,Product_22,Apparel,63.22,0,2024-10,47,2024,0,0
P1022,Product_22,Apparel,69.09,0,2024-11,99,2024,1,1
P1022,Product_22,Apparel,59.92,1,2024-12,117,2024,1,0
P1023,Product_23,Electronics,74.35,0,2023-01,54,2023,0,1
P1023,Product_23,Electronics,84.85,0,2023-02,102,2023,1,0
P1023,Product_23,Electronics,78.51,1,2023-03,86,2023,0,0
P1023,Product_23,Electronics,82.9,1,2023-04,66,2023,0,0
P1023,Product_23,Electronics,74.31,0,2023-05,108,2023,1,0
P1023,Product_23,Electronics,79.2,1,2023-06,92,2023,0,0
P1023,Product_23,Electronics,85.09,1,2023-07,83,2023,0,0
P1023,Product_23,Electronics,85.47,1,2023-08,132,2023,1,0
P1023,Product_23,Electronics,74.93,0,2023-09,96,2023,1,0
P1023,Product_23,Electronics,72.56,0,2023-10,94,2023,1,0
P1023,Product_23,Electronics,80.11,0,2023-11,73,2023,0,1
P1023,Product_23,Electronics,86.52,0,2023-12,89,2023,1,0
P1023,Product_23,Electronics,76.68,0,2024-01,69,2024,0,1
P1023,Product_23,Electronics,74.01,1,2024-02,80,2024,0,0
P1023,Product_23,Electronics,87.36,1,2024-03,121,2024,1,0
P1023,Product_23,Electronics,85.47,0,2024-04,64,2024,0,0
P1023,Product_23,Electronics,78.89,0,2024-05,78,2024,1,0
P1023,Product_23,Electronics,82.27,0,2024-06,89,2024,0,0
P1023,Product_23,Electronics,73.87,1,2024-07,70,2024,0,0
P1023,Product_23,Electronics,82.37,1,2024-08,86,2024,0,0
P1023,Product_23,Electronics,87.09,1,2024-09,82,2024,0,0
P1023,Product_23,Electronics,78.71,0,2024-10,53,2024,0,0
P1023,Product_23,Electronics,85.47,1,2024-11,140,2024,1,1
P1023,Product_23,Electronics,84.99,1,2024-12,70,2024,0,0
P1024,Product_24,Toys,105.25,0,2023-01,74,2023,0,1
P1024,Product_24,Toys,98.93,0,2023-02,120,2023,1,0
P1024,Product_24,Toys,103.78,0,2023-03,95,2023,1,0
P1024,Product_24,Toys,104.98,0,2023-04,60,2023,0,0
P1024,Product_24,Toys,100.32,1,2023-05,69,2023,0,0
P1024,Product_24,Toys,99.72,0,2023-06,106,2023,1,0
P1024,Product_24,Toys,94.6,1,2023-07,72,2023,0,0
P1024,Product_24,Toys,99.7,1,2023-08,122,2023,1,0
P1024,Product_24,Toys,106.31,1,2023-09,90,2023,0,0
P1024,Product_24,Toys,102.11,1,2023-10,77,2023,0,0
P1024,Product_24,Toys,97.95,1,2023-11,85,2023,0,0
P1024,Product_24,Toys,94.8,0,2023-12,118,2023,1,1
P1024,Product_24,Toys,93.31,1,2024-01,130,2024,1,0
P1024,Product_24,Toys,101.72,0,2024-02,105,2024,1,0
P1024,Product_24,Toys,102.41,1,2024-03,92,2024,0,0
P1024,Product_24,Toys,89.31,0,2024-04,57,2024,0,0
P1024,Product_24,Toys,97.51,1,2024-05,67,2024,0,0
P1024,Product_24,Toys,100.43,1,2024-06,63,2024,0,0
P1024,Product_24,Toys,94.5,0,2024-07,44,2024,0,0
P1024,Product_24,Toys,94.2,0,2024-08,96,2024,1,0
P1024,Product_24,Toys,91.38,1,2024-09,121,2024,1,0
P1024,Product_24,Toys,99.9,1,2024-10,112,2024,1,0
P1024,Product_24,Toys,98.96,0,2024-11,52,2024,0,1
P1024,Product_24,Toys,103.68,0,2024-12,108,2024,1,1
P1025,Product_25,Apparel,159.79,1,2023-01,115,2023,1,0
P1025,Product_25,Apparel,154.13,1,2023-02,119,2023,1,0
P1025,Product_25,Apparel,155.37,1,2023-03,94,2023,0,0
P1025,Product_25,Apparel,160.25,1,2023-04,101,2023,1,0
P1025,Product_25,Apparel,162.62,1,2023-05,126,2023,1,0
P1025,Product_25,Apparel,166.13,0,2023-06,105,2023,1,0
P1025,Product_25,Apparel,173.69,0,2023-07,97,2023,1,0
P1025,Product_25,Apparel,172.78,0,2023-08,103,2023,1,0
P1025,Product_25,Apparel,145.18,1,2023-09,78,2023,0,0
P1025,Product_25,Apparel,146.49,0,2023-10,105,2023,1,0
P1025,Product_25,Apparel,158.73,1,2023-11,126,2023,1,1
P1025,Product_25,Apparel,153.05,1,2023-12,70,2023,0,0
P1025,Product_25,Apparel,168.83,1,2024-01,115,2024,1,1
P1025,Product_25,Apparel,162.7,1,2024-02,123,2024,1,0
P1025,Product_25,Apparel,166.06,1,2024-03,73,2024,0,0
P1025,Product_25,Apparel,147.15,0,2024-04,84,2024,1,0
P1025,Product_25,Apparel,149.03,1,2024-05,70,2024,0,0
P1025,Product_25,Apparel,159.98,0,2024-06,65,2024,0,0
P1025,Product_25,Apparel,165.84,1,2024-07,81,2024,0,0
P1025,Product_25,Apparel,151.43,0,2024-08,50,2024,0,0
P1025,Product_25,Apparel,173.92,0,2024-09,113,2024,1,0
P1025,Product_25,Apparel,160.78,1,2024-10,119,2024,1,0
P1025,Product_25,Apparel,144.65,0,2024-11,64,2024,0,0
P1025,Product_25,Apparel,162.42,1,2024-12,136,2024,1,1
P1026,Product_26,Electronics,51.0,0,2023-01,57,2023,0,0
P1026,Product_26,Electronics,45.18,1,2023-02,124,2023,1,0
P1026,Product_26,Electronics,49.0,1,2023-03,91,2023,0,0
P1026,Product_26,Electronics,51.77,0,2023-04,56,2023,0,0
P1026,Product_26,Electronics,46.53,0,2023-05,107,2023,1,0
P1026,Product_26,Electronics,45.78,1,2023-06,72,2023,0,0
P1026,Product_26,Electronics,51.03,1,2023-07,138,2023,1,0
P1026,Product_26,Electronics,44.06,1,2023-08,71,2023,0,0
P1026,Product_26,Electronics,49.13,1,2023-09,142,2023,1,0
P1026,Product_26,Electronics,44.76,0,2023-10,47,2023,0,0
P1026,Product_26,Electronics,50.21,0,2023-11,71,2023,0,1
P1026,Product_26,Electronics,44.06,1,2023-12,84,2023,0,0
P1026,Product_26,Electronics,43.37,1,2024-01,132,2024,1,0
P1026,Product_26,Electronics,48.39,1,2024-02,136,2024,1,0
P1026,Product_26,Electronics,45.37,0,2024-03,74,2024,0,0
P1026,Product_26,Electronics,47.91,1,2024-04,63,2024,0,0
P1026,Product_26,Electronics,52.61,0,2024-05,64,2024,0,0
P1026,Product_26,Electronics,47.02,0,2024-06,52,2024,0,0
P1026,Product_26,Electronics,47.25,1,2024-07,89,2024,0,0
P1026,Product_26,Electronics,52.65,1,2024-08,131,2024,1,0
P1026,Product_26,Electronics,44.38,1,2024-09,83,2024,0,0
P1026,Product_26,Electronics,48.69,0,2024-10,54,2024,0,0
P1026,Product_26,Electronics,45.77,1,2024-11,108,2024,1,0
P1026,Product_26,Electronics,46.55,1,2024-12,112,2024,1,0
P1027,Product_27,Electronics,98.43,0,2023-01,52,2023,0,0
P1027,Product_27,Electronics,114.17,0,2023-02,100,2023,1,0
P1027,Product_27,Electronics,101.97,1,2023-03,130,2023,1,0
P1027,Product_27,Electronics,110.95,0,2023-04,61,2023,0,0
P1027,Product_27,Electronics,108.41,0,2023-05,88,2023,1,0
P1027,Product_27,Electronics,111.36,0,2023-06,47,2023,0,0
P1027,Product_27,Electronics,118.35,0,2023-07,106,2023,1,0
P1027,Product_27,Electronics,112.67,0,2023-08,79,2023,0,0
P1027,Product_27,Electronics,106.96,1,2023-09,80,2023,0,0
P1027,Product_27,Electronics,117.56,1,2023-10,113,2023,1,0
P1027,Product_27,Electronics,100.71,0,2023-11,105,2023,1,1
P1027,Product_27,Electronics,108.48,1,2023-12,86,2023,0,0
P1027,Product_27,Electronics,99.02,0,2024-01,75,2024,0,0
P1027,Product_27,Electronics,104.42,0,2024-02,56,2024,0,0
P1027,Product_27,Electronics,111.26,1,2024-03,74,2024,0,0
P1027,Product_27,Electronics,100.22,0,2024-04,45,2024,0,0
P1027,Product_27,Electronics,118.31,0,2024-05,100,2024,1,0
P1027,Product_27,Electronics,115.07,0,2024-06,107,2024,1,0
P1027,Product_27,Electronics,108.16,0,2024-07,92,2024,1,0
P1027,Product_27,Electronics,113.2,1,2024-08,122,2024,1,0
P1027,Product_27,Electronics,99.69,1,2024-09,85,2024,0,0
P1027,Product_27,Electronics,112.2,1,2024-10,125,2024,1,0
P1027,Product_27,Electronics,97.71,1,2024-11,69,2024,0,0
P1027,Product_27,Electronics,104.69,0,2024-12,106,2024,1,1
P1028,Product_28,Toys,112.45,1,2023-01,95,2023,0,1
P1028,Product_28,Toys,117.79,0,2023-02,107,2023,1,0
P1028,Product_28,Toys,120.03,1,2023-03,141,2023,1,0
P1028,Product_28,Toys,122.94,1,2023-04,68,2023,0,0
P1028,Product_28,Toys,132.84,1,2023-05,82,2023,0,0
P1028,Product_28,Toys,131.17,1,2023-06,79,2023,0,0
P1028,Product_28,Toys,115.41,1,2023-07,75,2023,0,0
P1028,Product_28,Toys,131.82,1,2023-08,131,2023,1,0
P1028,Product_28,Toys,131.58,0,2023-09,65,2023,0,0
P1028,Product_28,Toys,117.77,0,2023-10,65,2023,0,0
P1028,Product_28,Toys,112.29,1,2023-11,108,2023,1,0
P1028,Product_28,Toys,127.34,1,2023-12,76,2023,0,0
P1028,Product_28,Toys,118.79,0,2024-01,100,2024,1,0
P1028,Product_28,Toys,130.46,1,2024-02,81,2024,0,0
P1028,Product_28,Toys,113.55,0,2024-03,124,2024,1,0
P1028,Product_28,Toys,129.05,1,2024-04,116,2024,1,0
P1028,Product_28,Toys,114.59,1,2024-05,94,2024,1,0
P1028,Product_28,Toys,113.89,0,2024-06,60,2024,0,0
P1028,Product_28,Toys,119.31,1,2024-07,125,2024,1,0
P1028,Product_28,Toys,120.9,0,2024-08,60,2024,0,0
P1028,Product_28,Toys,117.95,1,2024-09,51,2024,0,0
P1028,Product_28,Toys,112.89,0,2024-10,102,2024,1,0
P1028,Product_28,Toys,126.01,1,2024-11,140,2024,1,1
P1028,Product_28,Toys,126.24,0,2024-12,62,2024,0,1
P1029,Product_29,Automotive,17.52,1,2023-01,113,2023,1,0
P1029,Product_29,Automotive,20.69,1,2023-02,79,2023,0,0
P1029,Product_29,Automotive,17.16,1,2023-03,74,2023,0,0
P1029,Product_29,Automotive,17.4,0,2023-04,95,2023,1,0
P1029,Product_29,Automotive,18.08,1,2023-05,83,2023,0,0
P1029,Product_29,Automotive,17.18,1,2023-06,113,2023,1,0
P1029,Product_29,Automotive,18.86,1,2023-07,64,2023,0,0
P1029,Product_29,Automotive,19.29,0,2023-08,69,2023,0,0
P1029,Product_29,Automotive,18.93,1,2023-09,109,2023,1,0
P1029,Product_29,Automotive,20.28,1,2023-10,117,2023,1,0
P1029,Product_29,Automotive,18.64,0,2023-11,54,2023,0,0
P1029,Product_29,Automotive,18.5,1,2023-12,83,2023,0,1
P1029,Product_29,Automotive,20.06,0,2024-01,108,2024,1,0
P1029,Product_29,Automotive,16.98,1,2024-02,87,2024,0,0
P1029,Product_29,Automotive,18.51,0,2024-03,96,2024,1,0
P1029,Product_29,Automotive,17.92,1,2024-04,79,2024,0,0
P1029,Product_29,Automotive,19.81,1,2024-05,121,2024,1,0
P1029,Product_29,Automotive,17.75,1,2024-06,108,2024,1,0
P1029,Product_29,Automotive,16.99,1,2024-07,110,2024,1,0
P1029,Product_29,Automotive,19.01,0,2024-08,99,2024,1,0
P1029,Product_29,Automotive,18.65,1,2024-09,68,2024,0,0
P1029,Product_29,Automotive,18.17,1,2024-10,119,2024,1,0
P1029,Product_29,Automotive,19.72,0,2024-11,91,2024,1,1
P1029,Product_29,Automotive,18.43,0,2024-12,55,2024,0,0
P1030,Product_30,Toys,124.42,0,2023-01,117,2023,1,1
P1030,Product_30,Toys,136.86,0,2023-02,62,2023,0,0
P1030,Product_30,Toys,132.63,0,2023-03,71,2023,0,0
P1030,Product_30,Toys,123.87,0,2023-04,88,2023,1,0
P1030,Product_30,Toys,119.28,1,2023-05,119,2023,1,0
P1030,Product_30,Toys,128.88,0,2023-06,109,2023,1,0
P1030,Product_30,Toys,129.43,0,2023-07,102,2023,1,0
P1030,Product_30,Toys,128.29,1,2023-08,87,2023,0,0
P1030,Product_30,Toys,114.56,0,2023-09,48,2023,0,0
P1030,Product_30,Toys,131.39,1,2023-10,120,2023,1,0
P1030,Product_30,Toys,125.74,1,2023-11,117,2023,1,0
P1030,Product_30,Toys,115.02,1,2023-12,120,2023,1,0
P1030,Product_30,Toys,130.86,1,2024-01,126,2024,1,1
P1030,Product_30,Toys,120.33,0,2024-02,112,2024,1,0
P1030,Product_30,Toys,121.66,1,2024-03,86,2024,0,0
P1030,Product_30,Toys,117.54,1,2024-04,131,2024,1,0
P1030,Product_30,Toys,117.26,0,2024-05,102,2024,1,0
P1030,Product_30,Toys,132.07,1,2024-06,112,2024,1,0
P1030,Product_30,Toys,119.54,1,2024-07,126,2024,1,0
P1030,Product_30,Toys,122.47,1,2024-08,93,2024,0,0
P1030,Product_30,Toys,118.05,1,2024-09,122,2024,1,0
P1030,Product_30,Toys,132.32,1,2024-10,70,2024,0,0
P1030,Product_30,Toys,129.04,1,2024-11,89,2024,0,1
P1030,Product_30,Toys,137.19,0,2024-12,100,2024,1,0
P1031,Product_31,Automotive,44.93,1,2023-01,149,2023,1,1
P1031,Product_31,Automotive,44.5,1,2023-02,137,2023,1,0
P1031,Product_31,Automotive,45.04,0,2023-03,51,2023,0,0
P1031,Product_31,Automotive,41.03,0,2023-04,63,2023,0,0
P1031,Product_31,Automotive,46.03,0,2023-05,54,2023,0,0
P1031,Product_31,Automotive,41.82,0,2023-06,47,2023,0,0
P1031,Product_31,Automotive,41.89,0,2023-07,105,2023,1,0
P1031,Product_31,Automotive,40.2,1,2023-08,121,2023,1,0
P1031,Product_31,Automotive,39.19,0,2023-09,62,2023,0,0
P1031,Product_31,Automotive,43.64,0,2023-10,58,2023,0,0
P1031,Product_31,Automotive,40.58,1,2023-11,138,2023,1,1
P1031,Product_31,Automotive,45.34,0,2023-12,117,2023,1,1
P1031,Product_31,Automotive,45.95,0,2024-01,68,2024,0,0
P1031,Product_31,Automotive,42.06,0,2024-02,51,2024,0,0
P1031,Product_31,Automotive,45.3,0,2024-03,108,2024,1,0
P1031,Product_31,Automotive,43.72,0,2024-04,67,2024,0,0
P1031,Product_31,Automotive,39.66,1,2024-05,123,2024,1,0
P1031,Product_31,Automotive,46.11,0,2024-06,100,2024,1,0
P1031,Product_31,Automotive,38.53,0,2024-07,59,2024,0,0
P1031,Product_31,Automotive,44.32,1,2024-08,79,2024,0,0
P1031,Product_31,Automotive,45.09,1,2024-09,120,2024,1,0
P1031,Product_31,Automotive,45.29,1,2024-10,105,2024,1,0
P1031,Product_31,Automotive,44.37,0,2024-11,138,2024,1,1
P1031,Product_31,Automotive,42.47,0,2024-12,125,2024,1,1
P1032,Product_32,Home & Kitchen,21.45,1,2023-01,138,2023,1,0
P1032,Product_32,Home & Kitchen,24.03,0,2023-02,106,2023,1,0
P1032,Product_32,Home & Kitchen,22.97,1,2023-03,73,2023,0,0
P1032,Product_32,Home & Kitchen,22.19,0,2023-04,104,2023,1,0
P1032,Product_32,Home & Kitchen,20.17,1,2023-05,128,2023,1,0
P1032,Product_32,Home & Kitchen,24.56,0,2023-06,90,2023,1,0
P1032,Product_32,Home & Kitchen,20.57,0,2023-07,72,2023,0,0
P1032,Product_32,Home & Kitchen,21.04,0,2023-08,95,2023,1,0
P1032,Product_32,Home & Kitchen,22.61,1,2023-09,87,2023,0,0
P1032,Product_32,Home & Kitchen,20.96,0,2023-10,114,2023,1,0
P1032,Product_32,Home & Kitchen,21.71,1,2023-11,97,2023,0,1
P1032,Product_32,Home & Kitchen,20.15,1,2023-12,149,2023,1,1
P1032,Product_32,Home & Kitchen,23.53,0,2024-01,85,2024,1,0
P1032,Product_32,Home & Kitchen,20.79,0,2024-02,48,2024,0,0
P1032,Product_32,Home & Kitchen,21.49,0,2024-03,91,2024,1,0
P1032,Product_32,Home & Kitchen,23.35,1,2024-04,59,2024,0,0
P1032,Product_32,Home & Kitchen,24.09,1,2024-05,103,2024,1,0
P1032,Product_32,Home & Kitchen,21.97,0,2024-06,114,2024,1,0
P1032,Product_32,Home & Kitchen,23.23,1,2024-07,91,2024,0,0
P1032,Product_32,Home & Kitchen,20.54,0,2024-08,54,2024,0,0
P1032,Product_32,Home & Kitchen,22.75,1,2024-09,102,2024,0,0
P1032,Product_32,Home & Kitchen,20.41,1,2024-10,117,2024,1,0
P1032,Product_32,Home & Kitchen,22.72,1,2024-11,138,2024,1,0
P1032,Product_32,Home & Kitchen,22.82,0,2024-12,78,2024,0,0
P1033,Product_33,Toys,197.0,0,2023-01,93,2023,1,0
P1033,Product_33,Toys,202.66,1,2023-02,88,2023,0,0
P1033,Product_33,Toys,190.22,0,2023-03,71,2023,0,0
P1033,Product_33,Toys,198.19,0,2023-04,53,2023,0,0
P1033,Product_33,Toys,201.27,0,2023-05,72,2023,1,0
P1033,Product_33,Toys,176.87,1,2023-06,88,2023,0,0
P1033,Product_33,Toys,183.75,0,2023-07,91,2023,1,0
P1033,Product_33,Toys,179.66,0,2023-08,98,2023,1,0
P1033,Product_33,Toys,194.03,0,2023-09,101,2023,1,0
P1033,Product_33,Toys,187.29,0,2023-10,105,2023,1,0
P1033,Product_33,Toys,195.47,1,2023-11,76,2023,0,0
P1033,Product_33,Toys,186.86,1,2023-12,97,2023,0,1
P1033,Product_33,Toys,203.22,0,2024-01,71,2024,0,0
P1033,Product_33,Toys,193.63,0,2024-02,80,2024,1,0
P1033,Product_33,Toys,178.28,1,2024-03,65,2024,0,0
P1033,Product_33,Toys,172.26,0,2024-04,48,2024,0,0
